conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a366bfc5-8d17-4792-a9f0-db0951528dda,oferă consiliere în legătură cu sistemele de management al riscului de mediu,released,skill/competence,cross-sector,sfătuiește în legătură cu sistemele de management al riscului de mediu,Evaluează cerințele și oferă consiliere cu privire la sisteme de management al riscului de mediu. Se asigură de îndeplinirea de către client a rolului său în prevenirea sau limitarea impactului negativ asupra mediului prin utilizarea tehnologiei. Asigură obținerea licențelor și a permiselor necesare.,http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4 | http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30 | http://data.europa.eu/esco/skill/b13e0689-636d-42d0-86c3-df9d6f85a882,oferă consiliere altora | oferă consiliere în ceea ce privește gestionarea riscului | efectuează analiza și gestionarea riscurilor | gestionează sistemul de management de mediu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a420a3ed-32a1-4ab8-b590-cba5a89bc8f8,analizează alternative de călătorie,released,skill/competence,sector-specific,investigheaza modalităților de reducere a timpului de călătorie | efectuează o analiză a diferitelor acțiuni care pot reduce timpul de călătorie | evalueaza modalitățile de îmbunătățire a timpului de călătorie | evalueaza diferitele acțiuni care pot îmbunătăți eficiența călătoriei,"Analizează îmbunătățirile în perspectivă ale eficienței călătoriilor prin reducerea timpului de deplasare modificând itinerarii și prezentând alternative.
	",http://data.europa.eu/esco/skill/d9013e0e-e937-43d5-ab71-0e917ee882b8 | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"gestionează timpul | oferă consultanță cu privire la îmbunătățirile în materie de eficiență | evaluează sisteme, programe, echipamente și produse"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a5f836cc-7e6d-4f3d-a7ee-0146ebb84260,elaborează programe de ameliorare a solului și a plantelor,released,skill/competence,sector-specific,,Elaborează și consiliază cu privire la aplicarea de programe privind sănătatea solurilor și nutriția plantelor.,http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,stabilesc obiective și strategii
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7573f65-d00c-417f-b952-441ebaeed675,elaborează planuri de protecție a culturilor,released,skill/competence,sector-specific,,Monitorizează culturi pentru a identifica problemele legate de protecția culturilor. Concepe strategii de control integrate. Evaluează consecințele aplicării pesticidelor. Ține pasul cu evoluțiile din domeniul biotehnologiei pentru a contribui la reducerea utilizării de substanțe chimice. Gestionează rezistența la pesticide.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8429098-ddac-481b-91e7-688d021c092e,ecologie,released,knowledge,cross-sector,direcții ale proiectării ecologice | principii ecologice | principii ale ecologiei | bazele științifice ale ecologiei,Studiul interacțiunii dintre organisme și mediul lor de viață.,http://data.europa.eu/esco/isced-f/0521,științele mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8f1c3cf-bd8b-4c85-80d3-c69955f6bd00,tehnici de tăiere,released,knowledge,sector-specific,tăierea viței de vie | tăierea pomilor fructiferi | tehnici de tăiere în uscat | tehnici de tăiere scurtă | tehnici de elagaj,Tehnicile de înlăturare selectivă a anumitor părți din arbori și plante pentru a favoriza o mai bună creștere și regenerare.,http://data.europa.eu/esco/isced-f/0812,horticultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a929f335-e5b9-4f8f-a052-0a8b166d595c,metode de generare a energiei geotermale,released,knowledge,occupation-specific,tehnologii de generare a energiei geotermale,"Diferite modalități de extragere a energiei termice depozitate în pământ pentru a produce electricitate prin extragerea aburului pentru activarea turbinelor, prin extragerea apei calde și conversia ei în abur sau prin utilizarea unui sistem binar care transformă un lichid secundar în abur.",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a94dbd21-611b-4540-9ce0-66db8e8f6ed8,managementul zonelor de coastă,released,knowledge,sector-specific,strategii de management al litoralului,"Proces de atingere și menținere a unui echilibru între fenomenele naturale și activitățile umane din zonele de coastă.
	",http://data.europa.eu/esco/isced-f/0521,științele mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9c1a772-8ef6-4dd7-93a4-c6bbf3293688,Cod de conduită pentru un pescuit responsabil,released,knowledge,cross-sector,Codul FAO | Implementare a Codului de conduită pentru un pescuit responsabil | Codul de conduită FAO,Codul de conduită pentru un pescuit responsabil al Organizației Națiunilor Unite pentru Alimentație și Agricultură (FAO) și ghidurile elaborate pentru pescarii profesioniști.,http://data.europa.eu/esco/isced-f/0831,pescuit
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aaa84f7f-4006-4d9b-81e0-e8eeacdde025,efectuează un studiu de fezabilitate privind biogazul,released,skill/competence,sector-specific,reglementează livrarea materiilor prime | menține livrarea materiilor prime | gestionează livrarea materiilor prime | supraveghează livrarea materiilor prime | gestionează livrarea unei materii prime,"Efectuează evaluarea și analiza potențialului de generare a biogazului din deșeuri. Realizează un studiu standardizat pentru a determina costul total de posesie, precum și avantajele și dezavantajele utilizării acestei forme de energie, și efectuează cercetări pentru a sprijini procesul de luare a deciziilor.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,elaborează studiul de fezabilitate | analizează operațiuni comerciale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aac9e93a-106a-4cdc-8d27-ac3a9ffce0ac,Convenția internațională pentru prevenirea poluării de către nave,released,knowledge,cross-sector,Convenția MARPOL | Convenția MARPOL 73/78 | MARPOL 73/78 | MARPOL,"Principiile și obligațiile fundamentale prevăzute în Convenția internațională pentru prevenirea poluării de către nave (MARPOL): Reguli pentru prevenirea poluării cu hidrocarburi, reguli pentru controlul poluării cu substanțe lichide nocive în vrac, prevenirea poluării cu substanțe dăunătoare transportate pe mare sub formă ambalată, prevenirea poluării cu ape uzate de la nave, prevenirea poluării cu gunoi de la nave, prevenirea poluării atmosferei de către nave.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,drept maritim | drept
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aadf267e-08f0-4bf3-ae4a-f1670b8e9e5d,tehnologii de producere a energiei din surse regenerabile offshore,released,knowledge,sector-specific,tehnologii pentru energia regenerabilă marină | tehnologii pentru energie regenerabilă offshore | tehnologii de energie regenerabilă marină,"Diferite tehnologii utilizate pentru implementarea energiei din surse marine regenerabile într-o măsură din ce în ce mai mare, cum ar fi turbinele eoliene, acționate de valuri și de curenții mareici, panourile fotovoltaice plutitoare, generatoarele hidrocratice și conversia energiei termice a oceanelor (OTEC).
	",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab0deac2-b872-45c8-ad65-657938d2fe79,operează sisteme de energie termică solară pentru apă caldă și termoficare,released,skill/competence,sector-specific,incalzitor solar de apă | colectoare solare cu tuburi | operează colectoare cu tuburi solare | adoptă sisteme de energie solară termică | sisteme de energie solară termică,"Utilizarea sistemelor de colectoare solare cu tuburi pentru generarea și stocarea apei calde potabile menajere și termoficare, precum și contribuția acestora la performanța energetică.
	",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,operează utilaje pentru producerea sau distribuția de energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ab1cb4c3-8a39-4e26-aa53-6e0680eb08dc,sisteme de răcire a locuințelor,released,knowledge,sector-specific,sisteme de climatizare | sisteme de răcire la domiciliu | sisteme de răcire | răcire internă,"Sisteme moderne și tradiționale de răcire, cum ar fi sisteme de aer condiționat, de ventilare sau de răcire radiantă, precum și principiile lor de economisire a energiei.
	",http://data.europa.eu/esco/isced-f/0713,electricitate și energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae6d655d-bbce-4701-ba04-d687cfa90eda,protejează biodiversitatea,released,skill/competence,sector-specific,coordonează curățirea și întreținerea echipamentelor de bucătărie | întreține echipamente de bucătărie | curăță echipamente de bucătărie | supervizează curățenia și întreținerea echipamentelor de bucătărie,"Protejează biodiversitatea în rândul animalelor, al plantelor și al microorganismelor prin adoptarea de acțiuni durabile din punctul de vedere al mediului, cum ar fi menținerea habitatelor naturale și conservarea naturii.
	",http://data.europa.eu/esco/skill/d168d98c-b7bb-4b9a-b1dc-eac008af4df3 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,implementează planuri de acțiune în materie de biodiversitate | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aeb400b6-d38c-45cc-9252-3c6983c614bb,desfășoară sondaje pe teme ecologice,released,skill/competence,sector-specific,,Desfășoară sondaje pe teren pentru a colecta informații cu privire la numărul și distribuția organismelor.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,efectuează cercetare academică sau de piață
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/afdcb380-ef9f-4785-b877-cc551f035034,agronomie,released,knowledge,cross-sector,tehnici agronomice | științe agronomice | cercetare agronomică | cunoștințe de agronomie | agroeconomie,Studiul combinării producției agricole cu protecția și regenerarea mediului natural. Include principiile și metodele de selecție critică și metodele de aplicare adecvate pentru durabilitate în agricultură.,http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/affb720b-98e7-4ae6-b833-b12e94fa8987,hidroponică,released,knowledge,sector-specific,,"Cultivarea plantelor fără utilizarea solului, prin aplicarea de soluții nutritive minerale.
	",http://data.europa.eu/esco/isced-f/0812,horticultură
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b013ae1f-5efc-42b5-8dab-8a8add39bbd8,implementează reglementări privind depozitarea combustibililor,released,skill/competence,sector-specific,asigură aplicarea reglementărilor privind depozitarea carburanților,"Implementează reglementări privind depozitarea combustibililor, în conformitate cu politicile și reglementările guvernamentale și de mediu.",http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,respectă proceduri operaționale
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b115cabc-c030-45b2-ac8e-922d45716183,conversia biomasei,released,knowledge,sector-specific,,"Procesul de conversie prin care materialul biologic se transformă în căldură prin combustie sau biocombustibili prin metode chimice, termice și biochimice.",http://data.europa.eu/esco/skill/e9ff446f-6a8a-4e35-a611-176508964be3 | http://data.europa.eu/esco/skill/609d6bb4-db16-4578-87fc-57b11a701cc2 | http://data.europa.eu/esco/isced-f/0512,combustibili alternativi | bioeconomie | biochimie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b13e0689-636d-42d0-86c3-df9d6f85a882,gestionează sistemul de management de mediu,released,skill/competence,cross-sector,,Dezvoltă și pune în aplicare un sistem de management de mediu.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,adoptă modalități de reducere a impactului negativ al consumului | respectă standardele și legislația în materie de protecția mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b1b118c4-3291-484e-b64d-6d51fd5da8b3,ingineria mediului,released,knowledge,cross-sector,,"Aplicarea teoriilor și principiilor științifice și tehnice menite să îmbunătățească mediul și durabilitatea, cum ar fi asigurarea unor bunuri de necesitate curate în habitat (precum aerul, apa și solul) pentru oameni și alte organisme, pentru reabilitarea mediului în caz de poluare, dezvoltarea energiei durabile și îmbunătățirea metodelor de gestionare și reducere a deșeurilor.",http://data.europa.eu/esco/isced-f/0712,tehnologia protecției mediului
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b21072bc-7c50-4ec7-a822-5233e9363b53,pericole de contaminare asociate preparatelor pentru hrana animalelor,released,knowledge,sector-specific,,Contaminarea și pericolele de alterare asociate hranei animalelor. Prevenire și reacție.,http://data.europa.eu/esco/isced-f/0811,producție vegetală și animală
